15_1-SD-5X-PL,LQC,1216.7616,83.08650208,-9999,39.64730072,0.350100011,-9999,2.127300024,-9999
15_1-SD-5X-PL,LQC,1216.914,83.08650208,-9999,39.64730072,0.350100011,-9999,2.127300024,-9999
15_1-SD-5X-PL,LQC,1217.0664,83.08650208,-9999,39.64730072,0.350100011,-9999,2.127300024,-9999
15_1-SD-5X-PL,LQC,1217.2188,83.08650208,-9999,39.64730072,0.350100011,-9999,2.127300024,-9999
15_1-SD-5X-PL,LQC,1217.3712,83.08650208,-9999,39.64730072,0.350100011,-9999,2.127300024,-9999
15_1-SD-5X-PL,LQC,1217.5236,83.08650208,-9999,39.64730072,0.350100011,-9999,2.127300024,-9999
15_1-SD-5X-PL,LQC,1217.676,83.08650208,-9999,39.64730072,0.350100011,-9999,2.127300024,-9999
15_1-SD-5X-PL,LQC,1217.8284,83.08650208,-9999,39.64730072,0.350100011,-9999,2.127300024,-9999
15_1-SD-5X-PL,LQC,1217.9808,83.08650208,-9999,39.64730072,0.350100011,-9999,2.127300024,-9999
15_1-SD-5X-PL,LQC,1218.1332,83.08650208,-9999,39.64730072,0.350100011,-9999,2.127300024,-9999
15_1-SD-5X-PL,LQC,1218.2856,83.08650208,-9999,39.64730072,0.350100011,-9999,2.127300024,-9999
15_1-SD-5X-PL,LQC,1218.438,83.08650208,-9999,39.64730072,0.350100011,-9999,2.127300024,-9999
15_1-SD-5X-PL,LQC,1218.5904,83.08650208,-9999,39.64730072,0.350100011,-9999,2.127300024,-9999
15_1-SD-5X-PL,LQC,1218.7428,83.08650208,-9999,39.64730072,0.350100011,-9999,2.127300024,-9999
15_1-SD-5X-PL,LQC,1218.8952,83.08650208,-9999,39.64730072,0.350100011,-9999,2.127300024,-9999
15_1-SD-5X-PL,LQC,1219.0476,83.08650208,-9999,39.64730072,0.350100011,-9999,2.127300024,-9999
15_1-SD-5X-PL,LQC,1219.2,83.08650208,-9999,39.64730072,0.350100011,-9999,2.127300024,-9999
15_1-SD-5X-PL,LQC,1219.3524,83.08650208,-9999,39.64730072,0.350100011,-9999,2.127300024,-9999
15_1-SD-5X-PL,LQC,1219.5048,83.08650208,-9999,39.64730072,0.350100011,-9999,2.127300024,-9999
15_1-SD-5X-PL,LQC,1219.6572,83.08650208,-9999,39.64730072,0.350100011,-9999,2.127300024,-9999
15_1-SD-5X-PL,LQC,1219.8096,83.08650208,-9999,39.64730072,0.350100011,-9999,2.127300024,-9999
